"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NUCASUS","196213","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196313","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196413","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196513","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196613","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196713","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196813","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","196913","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197013","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197113","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197213","Not Available","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197301","57.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197302","60.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197303","58.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197304","53.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197305","47.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197306","50.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197307","50","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197308","54.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197309","56.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197310","49.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197311","55.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197312","47.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197313","53.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197401","45","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197402","50.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197403","49.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197404","41","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197405","34.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197406","37.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197407","52.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197408","58.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197409","50.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197410","47.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197411","48.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197412","56","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197413","47.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197501","57.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197502","54.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197503","58","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197504","52.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197505","52.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197506","50.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197507","58.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197508","60.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197509","56.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197510","55.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197511","54.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197512","60.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197513","55.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197601","58.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197602","55.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197603","50.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197604","40","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197605","41","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197606","54.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197607","59.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197608","62","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197609","58.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197610","57","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197611","54.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197612","64.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197613","54.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197701","66.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197702","65.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197703","62.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197704","62","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197705","62.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197706","67.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197707","65.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197708","66.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197709","59","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197710","55.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197711","58.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197712","69","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197713","63.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197801","75","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197802","70.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197803","63.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197804","49.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197805","55.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197806","62.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197807","68.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197808","69.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197809","61.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197810","60.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197811","69.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197812","67.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197813","64.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197901","73.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197902","76.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197903","65.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197904","51.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197905","40.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197906","44.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197907","56.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197908","65.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197909","61","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197910","56.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197911","53.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197912","55.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","197913","58.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198001","53.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198002","55.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198003","54.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198004","52.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198005","49.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198006","51.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198007","55.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198008","63.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198009","63.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198010","63.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198011","56.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198012","57.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198013","56.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198101","61.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198102","62","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198103","57.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198104","55.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198105","50.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198106","54.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198107","57.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198108","67.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198109","61.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198110","50.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198111","57.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198112","62.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198113","58.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198201","61.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198202","53.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198203","54.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198204","54.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198205","51.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198206","59.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198207","61.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198208","59.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198209","60.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198210","53.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198211","53.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198212","54.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198213","56.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198301","56.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198302","55.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198303","53.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198304","52.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198305","49.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198306","54.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198307","56.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198308","57.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198309","55.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198310","55.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198311","55.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198312","56.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198313","54.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198401","62.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198402","64.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198403","57.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198404","51.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198405","53.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198406","53.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198407","57.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198408","58.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198409","60","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198410","48.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198411","49","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198412","59.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198413","56.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198501","68.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198502","63.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198503","57.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198504","50.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198505","52.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198506","56.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198507","61.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198508","59.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198509","61.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198510","53.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198511","52.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198512","57.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198513","58","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198601","60.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198602","60.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198603","51.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198604","51.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198605","51.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198606","52.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198607","57.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198608","59.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198609","60.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198610","57.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198611","56.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198612","62.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198613","56.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198701","61.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198702","62.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198703","56.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198704","52.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198705","51.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198706","56.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198707","58.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198708","60.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198709","59.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198710","53.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198711","55.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198712","60.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198713","57.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198801","64.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198802","65.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198803","62.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198804","59.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198805","57.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198806","64.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198807","70.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198808","69.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198809","67.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198810","60.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198811","58","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198812","62.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198813","63.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198901","65.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198902","60.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198903","54.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198904","48","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198905","53.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198906","61.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198907","72.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198908","75.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198909","63.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198910","59.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198911","61.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198912","69.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","198913","62.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199001","75.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199002","75.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199003","62.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199004","53.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199005","57.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199006","64.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199007","71.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199008","74.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199009","67.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199010","58.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199011","62.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199012","69.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199013","66","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199101","73.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199102","71.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199103","66.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199104","58.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199105","63.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199106","75.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199107","82","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199108","78.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199109","72.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199110","64.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199111","64.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199112","72.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199113","70.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199201","78.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199202","76.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199203","62","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199204","59.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199205","61.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199206","71.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199207","75.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199208","79.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199209","71.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199210","65.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199211","70.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199212","78.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199213","70.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199301","81.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199302","78","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199303","64","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199304","60.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199305","68.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199306","73.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199307","76.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199308","76.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199309","70.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199310","60.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199311","65.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199312","72.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199313","70.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199401","77.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199402","74.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199403","66.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199404","60.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199405","65.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199406","72.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199407","80.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199408","81.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199409","77.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199410","68.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199411","77.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199412","82","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199413","73.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199501","85.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199502","77.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199503","70.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199504","69.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199505","73.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199506","79","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199507","83.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199508","83.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199509","77.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199510","73.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199511","73.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199512","80.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199513","77.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199601","85","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199602","79.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199603","73.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199604","69.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199605","74.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199606","79.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199607","81.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199608","81.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199609","75.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199610","67.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199611","71.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199612","76.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199613","76.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199701","78.6","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199702","74.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199703","67.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199704","61.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199705","62.7","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199706","71.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199707","76.5","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199708","82.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199709","70.9","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199710","63.3","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199711","69","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199712","74.8","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199713","71.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199801","78","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199802","76.1","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199803","72.4","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199804","66.2","5","Nuclear Generating Units, Capacity Factor","Percent"
"NUCASUS","199805","69.4","5","Nuclear Generating Units, Capacity Factor","Percent"
